incident_id,anomaly_id,transaction_id,user_id,created_at,anomaly_type,severity,likelihood,exposure_inr,priority_score,priority_band,rationale,recommendation,status
INC_1C281D3B4E,ANO_3B94C5A43F,TX_ANO_VEL_0B5BA46C,USR_01045,2026-09-01 10:08:39+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_536FF63D5C,ANO_50E62601C1,TX_ANO_VEL_540902A5,USR_01045,2026-09-01 10:10:39+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_FCA819EB6A,ANO_D5380F2F8B,TX_ANO_VEL_3DBD78C9,USR_01045,2026-09-01 10:12:39+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_B7239F8969,ANO_E78972C7D2,TX_ANO_VEL_A2B81412,USR_05010,2026-09-02 19:25:22+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_AFDD61665C,ANO_1208594CA1,TX_ANO_VEL_49BD3812,USR_05010,2026-09-02 19:27:22+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_7876C6B8F0,ANO_75F393C955,TX_ANO_VEL_ADEB3F18,USR_05010,2026-09-02 19:29:22+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_B3AED40598,ANO_C66BDBE10D,TX_ANO_VEL_B819A5EE,USR_05010,2026-09-02 19:31:22+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_9C2185F152,ANO_70C3756CBF,TX_ANO_VEL_711A1229,USR_05010,2026-09-02 19:33:22+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_84E9F033CA,ANO_837C8597B8,TX_ANO_VEL_686A2F87,USR_01395,2026-09-02 22:33:26+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_D675152546,ANO_7333B5298A,TX_ANO_VEL_05B63C5D,USR_01395,2026-09-02 22:35:26+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_7D2FCB055B,ANO_FA152AA5EE,TX_ANO_VEL_0635D0FD,USR_01395,2026-09-02 22:37:26+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_2672E498DE,ANO_3BB4F79125,TX_ANO_VEL_B3A1E99B,USR_01395,2026-09-02 22:39:26+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_9C410AFE93,ANO_052E3E6C53,TX_ANO_VEL_45ABC380,USR_01395,2026-09-02 22:41:26+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_B696AB7A81,ANO_0AD4A01775,TX_ANO_VEL_F7465C2A,USR_06047,2026-09-04 00:06:40+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_742F533CBB,ANO_2C90A08451,TX_ANO_VEL_321992B2,USR_06047,2026-09-04 00:08:40+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_1B5A0B59F1,ANO_1464DC9D04,TX_ANO_VEL_3EC32D1D,USR_06047,2026-09-04 00:10:40+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_73266F5CC6,ANO_BDA491C817,TX_ANO_VEL_CF0723FD,USR_06047,2026-09-04 00:12:40+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_2EC8E47939,ANO_00278CE2EE,TX_ANO_VEL_CD242372,USR_06799,2026-09-04 02:51:33+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_675D8A4695,ANO_9DD4835EAA,TX_ANO_VEL_9E377A86,USR_06799,2026-09-04 02:53:33+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_6A58CF46F3,ANO_F4D4B4CAC4,TX_ANO_VEL_0B6F0531,USR_06799,2026-09-04 02:55:33+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_9C476B2376,ANO_936857D28C,TX_ANO_VEL_0D4B8F40,USR_06799,2026-09-04 02:57:33+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_F656981F06,ANO_396915AC25,TX_ANO_VEL_E2350E23,USR_06799,2026-09-04 02:59:33+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_DDDB9D7D05,ANO_54F50979C5,TX_ANO_VEL_9434E32E,USR_01082,2026-09-04 14:09:00+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_B959DDAF54,ANO_3C502445C7,TX_ANO_VEL_95BD8F47,USR_01082,2026-09-04 14:11:00+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_6BE2AF670E,ANO_2608669EDE,TX_ANO_VEL_C99BD5F9,USR_01082,2026-09-04 14:13:00+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_BF20255B77,ANO_4E707A4E67,TX_ANO_VEL_42DE8585,USR_01082,2026-09-04 14:15:00+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_BB1BA22C96,ANO_10C2C8696F,TX_ANO_VEL_89F1D59C,USR_09461,2026-09-04 14:29:37+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_0A02B8FB0E,ANO_F350465713,TX_ANO_VEL_7F277ED0,USR_09461,2026-09-04 14:31:37+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_260697D44F,ANO_7176106F5E,TX_ANO_VEL_3842719A,USR_09461,2026-09-04 14:33:37+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_4D75ACA6BA,ANO_8915EAECFB,TX_ANO_VEL_DDE8FECC,USR_09461,2026-09-04 14:35:37+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_4426CE8083,ANO_DDE9537253,TX_ANO_VEL_4C54B6EA,USR_03972,2026-09-04 14:35:46+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_0588D74945,ANO_E514F69CFE,TX_ANO_VEL_40E9FE98,USR_09461,2026-09-04 14:37:37+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_33D8A0819F,ANO_1C5F1DDB3F,TX_ANO_VEL_1CCC308B,USR_03972,2026-09-04 14:37:46+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_06133D3D72,ANO_6DC25E679A,TX_ANO_VEL_4681896B,USR_03972,2026-09-04 14:39:46+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_FB0165632E,ANO_6CEA2A186F,TX_ANO_VEL_59790BFB,USR_03972,2026-09-04 14:41:46+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_DC63AF6355,ANO_6A26F4C33E,TX_ANO_VEL_27DF9354,USR_03972,2026-09-04 14:43:46+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_869E37DCDB,ANO_F75314EE23,TX_ANO_VEL_D68AAC14,USR_02918,2026-09-05 19:25:32+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_25C0C0BEC5,ANO_EE0E25CFEE,TX_ANO_VEL_23FC9F6C,USR_02918,2026-09-05 19:27:32+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_688D4CC8D5,ANO_6D319329FC,TX_ANO_VEL_7D5114CB,USR_02918,2026-09-05 19:29:32+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_A195E469CF,ANO_51A774ECE7,TX_ANO_VEL_59F58A0C,USR_07810,2026-09-05 19:30:04+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_E352EB3C16,ANO_4103A10F10,TX_ANO_VEL_5EC910D1,USR_02918,2026-09-05 19:31:32+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_8D3ACE9183,ANO_6B87E85F61,TX_ANO_VEL_B8E97D3D,USR_07810,2026-09-05 19:32:04+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_B718AF73E3,ANO_020E020F1B,TX_ANO_VEL_E46678C7,USR_02918,2026-09-05 19:33:32+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_43E658CCB7,ANO_E4ABE5AA10,TX_ANO_VEL_E8545AC8,USR_07810,2026-09-05 19:34:04+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_155F5E5D08,ANO_2552DE1CB8,TX_ANO_VEL_77A8F84C,USR_07810,2026-09-05 19:36:04+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_4CF4CE875C,ANO_C0B9D5CB6A,TX_ANO_VEL_5EF83C92,USR_05289,2026-09-06 03:32:17+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_9216DE3E5A,ANO_FBEA6B30B4,TX_ANO_VEL_613AE911,USR_05289,2026-09-06 03:34:17+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_AD66271C22,ANO_CBEE7DB3A8,TX_ANO_VEL_04434819,USR_05289,2026-09-06 03:36:17+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_16319C4552,ANO_9CE25BE740,TX_ANO_VEL_CF8FEDCF,USR_05289,2026-09-06 03:38:17+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_C32F159C93,ANO_F43F7C5330,TX_ANO_VEL_8283AD99,USR_04077,2026-09-06 13:04:32+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_7ECFDA2AC3,ANO_D55D4E7691,TX_ANO_VEL_4FF05B49,USR_04077,2026-09-06 13:06:32+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_48493C8D7D,ANO_1E1D6A228E,TX_ANO_VEL_02A4D776,USR_04077,2026-09-06 13:08:32+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_0F25E7E304,ANO_057EE004E5,TX_ANO_VEL_B556FFCA,USR_04077,2026-09-06 13:10:32+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_BB2FDEFC2E,ANO_9E7045EDF1,TX_ANO_VEL_24F3F171,USR_07400,2026-09-06 13:10:43+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_85E3F8A623,ANO_184FFABD92,TX_ANO_VEL_66D7E36B,USR_04077,2026-09-06 13:12:32+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_E465E7E31E,ANO_5BC2F9D74F,TX_ANO_VEL_0AE3E6F9,USR_07400,2026-09-06 13:12:43+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_995D1424DA,ANO_80CDA68E04,TX_ANO_VEL_F4EA9556,USR_07400,2026-09-06 13:14:43+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_7FC9D5961D,ANO_38E4FCDBF4,TX_ANO_VEL_15887B24,USR_07400,2026-09-06 13:16:43+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_4E77B19A8C,ANO_51EC14EBFC,TX_ANO_VEL_CB66E347,USR_07400,2026-09-06 13:18:43+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_F03846A6DC,ANO_667939A687,TX_ANO_VEL_7E9636E3,USR_06998,2026-09-06 17:07:24+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_BEBFB599D5,ANO_5F63892DE9,TX_ANO_VEL_369B755B,USR_06998,2026-09-06 17:09:24+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_0E1829C2B8,ANO_41BD391CC8,TX_ANO_VEL_B0F436E5,USR_06998,2026-09-06 17:11:24+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_B6F7CFC53F,ANO_64B89CF72E,TX_ANO_VEL_8AE984B9,USR_06998,2026-09-06 17:13:24+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_90E04ED830,ANO_4D99AB394E,TX_ANO_VEL_42C9E9AF,USR_06998,2026-09-06 17:15:24+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_CE7C0675F0,ANO_38EBC652D1,TX_ANO_VEL_2342514B,USR_04284,2026-09-06 22:52:15+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_369906B353,ANO_F2FFA8222A,TX_ANO_VEL_90EB1E75,USR_04284,2026-09-06 22:54:15+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_504224E5E7,ANO_38C4A1C51C,TX_ANO_VEL_5EB80F57,USR_04284,2026-09-06 22:56:15+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_9BFB5C2BA9,ANO_35AEE1A332,TX_ANO_VEL_9604C1F2,USR_04284,2026-09-06 22:58:15+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_88581DE319,ANO_B3C8386F66,TX_ANO_VEL_BE074C74,USR_04284,2026-09-06 23:00:15+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_813946AE21,ANO_BDD7B518F0,TX_ANO_VEL_7FCF40BD,USR_02034,2026-09-07 15:49:11+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_C7BE1A2359,ANO_1CD607ACAF,TX_ANO_VEL_FCA1EDD8,USR_02034,2026-09-07 15:51:11+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_98FE2B7DF6,ANO_52F4420BD6,TX_ANO_VEL_627A9FD4,USR_02034,2026-09-07 15:53:11+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_979C570C33,ANO_88FE71520D,TX_ANO_VEL_657196F6,USR_02034,2026-09-07 15:55:11+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_D0B1FA3C77,ANO_6668A2E628,TX_ANO_VEL_852E8CE1,USR_05504,2026-09-07 18:41:13+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_4836E2D393,ANO_D3332AEDC9,TX_ANO_VEL_26D05254,USR_05504,2026-09-07 18:43:13+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_D3E8F7979D,ANO_1B524C05F2,TX_ANO_VEL_FDBDA57B,USR_05504,2026-09-07 18:45:13+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_7091F3AF84,ANO_C1B9B19BB3,TX_ANO_VEL_BAB8A3BA,USR_05504,2026-09-07 18:47:13+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_DED0B1685D,ANO_1C4698080A,TX_ANO_VEL_34487BFD,USR_05504,2026-09-07 18:49:13+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_88D4ABB55F,ANO_4EE5572620,TX_ANO_VEL_141EDD92,USR_06043,2026-09-08 17:54:34+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_C23A4CE1B3,ANO_0E4835502C,TX_ANO_VEL_01B3ADE5,USR_06043,2026-09-08 17:56:34+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
INC_EB7771BDFF,ANO_F771EF1C53,TX_ANO_VEL_7827089D,USR_06043,2026-09-08 17:58:34+00:00,VELOCITY_BURST,4,4,8950.0,145.59,P2,"P2 HIGH: Elevated risk anomaly with notable score 145.6 and exposure ₹8,950.00.",Enforce temporary rate-limiting on user API key/session; inspect user agent and IP subnet.,OPEN
